Year	Month	Day	AirTemp	GlobRad	Precip	RefEvap
2005 	04 	20	3.00	181.71	0.00	2.00
2005 	04 	21	6.60	251.16	0.00	3.10
2005 	04 	22	6.50	152.78	0.00	1.90
2005 	04 	23	3.90	265.05	0.00	3.00
2005 	04 	24	5.80	276.62	0.00	3.30
2005 	04 	25	6.10	282.41	0.00	3.40
2005 	04 	26	7.40	282.41	0.00	3.60
2005 	04 	27	8.10	168.98	0.00	2.20
2005 	04 	28	8.30	162.04	4.50	2.10
2005 	04 	29	7.90	103.01	0.00	1.30
2005 	04 	30	11.60	150.46	0.00	2.10
2005 	05 	01	10.50	107.64	0.90	1.50
2005 	05 	02	11.80	129.63	3.10	1.80
2005 	05 	03	13.50	236.11	2.00	3.50
2005 	05 	04	10.40	74.07	3.50	1.00
2005 	05 	05	10.70	218.75	1.90	3.00
2005 	05 	06	8.10	179.40	2.70	2.30
2005 	05 	07	7.00	190.97	1.80	2.40
2005 	05 	08	7.00	200.23	0.90	2.50
2005 	05 	09	7.50	196.76	1.10	2.50
2005 	05 	10	7.20	159.72	2.00	2.00
2005 	05 	11	8.50	180.56	2.20	2.30
2005 	05 	12	9.80	268.52	0.60	3.60
2005 	05 	13	10.70	268.52	0.00	3.70
2005 	05 	14	11.00	210.65	0.00	2.90
2005 	05 	15	11.90	268.52	0.50	3.80
2005 	05 	16	7.80	118.06	0.00	1.50
2005 	05 	17	8.20	224.54	0.90	2.90
2005 	05 	18	7.90	239.58	0.00	3.10
2005 	05 	19	11.40	270.83	0.80	3.80
2005 	05 	20	12.30	152.78	0.00	2.20
2005 	05 	21	12.60	146.99	1.50	2.10
2005 	05 	22	15.20	223.38	8.30	3.40
2005 	05 	23	13.40	150.46	1.10	2.20
2005 	05 	24	13.90	283.56	2.00	4.20
2005 	05 	25	14.40	180.56	0.90	2.70
2005 	05 	26	18.90	283.56	0.00	4.70
2005 	05 	27	16.50	319.44	0.00	5.00
2005 	05 	28	18.00	303.24	0.00	4.90
2005 	05 	29	15.00	309.03	0.00	4.70
2005 	05 	30	11.70	113.43	1.20	1.60
2005 	05 	31	10.20	131.94	7.00	1.80
2005 	06 	01	10.00	152.78	7.40	2.10
2005 	06 	02	11.80	64.81	1.10	0.90
2005 	06 	03	16.50	155.09	6.80	2.40
2005 	06 	04	13.30	180.56	17.70	2.70
2005 	06 	05	11.30	138.89	2.60	1.90
2005 	06 	06	10.60	199.07	0.00	2.70
2005 	06 	07	11.40	256.94	7.00	3.60
2005 	06 	08	12.60	320.60	0.00	4.60
2005 	06 	09	14.90	290.51	0.00	4.40
2005 	06 	10	11.50	201.39	1.00	2.80
2005 	06 	11	11.90	269.68	0.00	3.80
2005 	06 	12	10.40	172.45	0.40	2.40
2005 	06 	13	10.40	118.06	2.50	1.60
2005 	06 	14	15.10	324.07	6.90	5.00
2005 	06 	15	15.40	303.24	0.00	4.70
2005 	06 	16	15.90	195.60	0.00	3.00
2005 	06 	17	15.00	105.32	0.00	1.60
2005 	06 	18	15.90	333.33	4.40	5.20
2005 	06 	19	15.10	209.49	0.00	3.20
2005 	06 	20	17.70	321.76	0.00	5.20
2005 	06 	21	17.50	214.12	0.00	3.40
2005 	06 	22	16.30	296.30	0.70	4.60
2005 	06 	23	19.50	285.88	0.00	4.80
2005 	06 	24	20.30	266.20	0.00	4.50
2005 	06 	25	14.80	160.88	0.70	2.40
2005 	06 	26	15.90	335.65	3.90	5.20
2005 	06 	27	15.90	296.30	0.00	4.60
2005 	06 	28	15.50	309.03	0.00	4.80
2005 	06 	29	16.70	339.12	0.00	5.40
2005 	06 	30	17.00	339.12	0.00	5.40
2005 	07 	01	16.00	332.18	0.00	5.20
2005 	07 	02	18.10	282.41	0.00	4.60
2005 	07 	03	19.50	299.77	0.00	5.00
2005 	07 	04	19.80	297.45	0.00	5.00
2005 	07 	05	16.00	129.63	0.00	2.00
2005 	07 	06	16.80	153.94	7.40	2.40
2005 	07 	07	17.50	299.77	1.60	4.80
2005 	07 	08	20.60	314.81	0.00	5.30
2005 	07 	09	22.10	314.81	0.00	5.50
2005 	07 	10	21.30	293.98	0.00	5.00
2005 	07 	11	21.50	331.02	1.50	5.70
2005 	07 	12	22.20	321.76	0.00	5.60
2005 	07 	13	18.40	288.19	0.00	4.70
2005 	07 	14	18.50	189.81	0.00	3.10
2005 	07 	15	18.90	185.19	0.60	3.10
2005 	07 	16	16.50	172.45	1.00	2.70
2005 	07 	17	17.60	186.34	0.40	3.00
2005 	07 	18	20.00	207.18	0.60	3.50
2005 	07 	19	16.90	150.46	2.70	2.40
2005 	07 	20	15.00	168.98	1.50	2.60
2005 	07 	21	16.20	163.19	10.90	2.60
2005 	07 	22	17.30	270.83	2.70	4.30
2005 	07 	23	16.60	157.41	0.00	2.50
2005 	07 	24	14.70	86.81	0.00	1.30
2005 	07 	25	15.10	70.60	0.00	1.10
2005 	07 	26	16.10	192.13	2.30	3.00
2005 	07 	27	16.00	143.52	0.00	2.20
2005 	07 	28	18.20	156.25	0.40	2.50
2005 	07 	29	19.30	133.10	0.50	2.20
2005 	07 	30	17.00	75.23	9.40	1.20
2005 	07 	31	17.30	226.85	18.60	3.60
2005 	08 	01	17.30	187.50	16.10	3.00
2005 	08 	02	15.60	89.12	1.60	1.40
2005 	08 	03	17.10	195.60	0.00	3.10
2005 	08 	04	15.30	192.13	1.60	3.00
2005 	08 	05	14.40	140.05	2.50	2.10
2005 	08 	06	14.00	208.33	10.40	3.10
2005 	08 	07	13.20	173.61	0.70	2.50
2005 	08 	08	14.00	224.54	10.70	3.40
2005 	08 	09	16.90	217.59	4.30	3.50
2005 	08 	10	16.40	69.44	0.30	1.10
2005 	08 	11	14.50	57.87	0.30	0.90
2005 	08 	12	14.40	89.12	1.30	1.30
2005 	08 	13	13.40	112.27	0.30	1.70
2005 	08 	14	15.10	201.39	0.00	3.10
2005 	08 	15	16.60	219.91	0.00	3.50
2005 	08 	16	14.60	146.99	0.00	2.20
2005 	08 	17	15.40	256.94	0.00	4.00
2005 	08 	18	16.90	253.47	0.00	4.00
2005 	08 	19	18.70	248.84	0.00	4.10
2005 	08 	20	20.10	229.17	0.00	3.90
2005 	08 	21	19.90	188.66	0.00	3.20
2005 	08 	22	17.70	233.80	0.00	3.80
2005 	08 	23	17.00	181.71	0.00	2.90
2005 	08 	24	16.00	120.37	0.00	1.90
2005 	08 	25	13.70	39.35	0.00	0.60
2005 	08 	26	13.30	187.50	8.70	2.80
2005 	08 	27	15.40	173.61	1.80	2.70
2005 	08 	28	16.70	122.69	0.00	1.90
2005 	08 	29	17.90	212.96	0.30	3.40
2005 	08 	30	14.30	239.58	0.30	3.60
2005 	08 	31	16.10	236.11	0.00	3.70
2005 	09 	01	18.10	231.48	0.00	3.80
2005 	09 	02	15.40	77.55	0.00	1.20
2005 	09 	03	14.00	224.54	0.50	3.40
2005 	09 	04	14.10	179.40	0.00	2.70
2005 	09 	05	16.40	200.23	0.00	3.10
2005 	09 	06	18.60	209.49	0.00	3.40
2005 	09 	07	20.40	163.19	0.00	2.80
2005 	09 	08	18.00	187.50	0.00	3.00
2005 	09 	09	16.10	144.68	0.00	2.30
2005 	09 	10	16.20	160.88	0.00	2.50
2005 	09 	11	15.10	113.43	0.00	1.70
2005 	09 	12	13.40	149.31	0.00	2.20
2005 	09 	13	15.20	159.72	0.00	2.40
2005 	09 	14	15.40	94.91	0.00	1.50
2005 	09 	15	11.30	97.22	0.30	1.40
2005 	09 	16	9.60	188.66	1.10	2.50
2005 	09 	17	9.80	157.41	0.50	2.10
2005 	09 	18	13.70	45.14	0.00	0.70
2005 	09 	19	14.90	43.98	0.00	0.70
2005 	09 	20	14.60	76.39	0.00	1.20
2005 	09 	21	13.50	42.82	0.00	0.60
2005 	09 	22	14.00	77.55	0.00	1.20
2005 	09 	23	15.30	160.88	0.00	2.50
2005 	09 	24	15.60	134.26	0.00	2.10
2005 	09 	25	15.90	137.73	0.00	2.10
2005 	09 	26	14.90	84.49	0.30	1.30
2005 	09 	27	14.30	60.19	0.30	0.90
2005 	09 	28	11.10	63.66	3.30	0.90
2005 	09 	29	10.20	89.12	1.40	1.20
2005 	09 	30	12.10	115.74	3.90	1.70
2005 	10 	01	11.30	39.35	0.00	0.60
2005 	10 	02	10.30	97.22	14.80	1.30
2005 	10 	03	11.10	113.43	0.00	1.60
2005 	10 	04	10.10	113.43	0.00	1.50
2005 	10 	05	11.10	112.27	0.00	1.60
2005 	10 	06	12.70	120.37	0.00	1.70
2005 	10 	07	14.10	121.53	0.00	1.80
2005 	10 	08	14.30	112.27	0.00	1.70
2005 	10 	09	11.60	60.19	0.00	0.80
2005 	10 	10	14.10	89.12	0.00	1.30
2005 	10 	11	14.30	116.90	0.00	1.80
2005 	10 	12	13.40	113.43	0.00	1.70
2005 	10 	13	11.30	107.64	0.00	1.50
2005 	10 	14	8.90	65.97	0.00	0.90
2005 	10 	15	7.60	118.06	0.00	1.50
2005 	10 	16	6.80	114.58	0.00	1.40
2005 	10 	17	6.80	50.93	0.00	0.60
2005 	10 	18	4.70	105.32	0.00	1.20
2005 	10 	19	10.10	93.75	0.00	1.30
2005 	10 	20	11.00	31.25	0.00	0.40
2005 	10 	21	12.60	56.71	0.60	0.80
2005 	10 	22	11.00	24.31	9.60	0.30
2005 	10 	23	7.10	68.29	0.00	0.90
2005 	10 	24	8.20	81.02	0.00	1.00
2005 	10 	25	11.90	6.94	13.40	0.10
2005 	10 	26	11.10	57.87	14.20	0.80
2005 	10 	27	11.90	19.68	0.00	0.30
2005 	10 	28	11.30	77.55	1.30	1.10
2005 	10 	29	10.40	67.13	0.00	0.90
2005 	10 	30	10.60	67.13	0.00	0.90
2005 	10 	31	10.50	70.60	0.00	1.00
2005 	11 	01	10.60	13.89	0.00	0.20
2005 	11 	02	10.80	45.14	3.90	0.60
2005 	11 	03	12.40	15.05	7.90	0.20
2005 	11 	04	12.30	27.78	1.30	0.40
2005 	11 	05	9.90	25.46	2.40	0.30
2005 	11 	06	9.60	19.68	1.50	0.30
2005 	11 	07	9.70	13.89	0.00	0.20
2005 	11 	08	9.60	21.99	0.00	0.30
2005 	11 	09	8.60	50.93	0.00	0.70
2005 	11 	10	10.20	46.30	0.00	0.60
2005 	11 	11	11.50	11.57	0.40	0.20
2005 	11 	12	8.90	11.57	4.60	0.20
2005 	11 	13	7.00	34.72	0.00	0.40
2005 	11 	14	9.10	34.72	0.30	0.50
2005 	11 	15	5.90	41.67	4.80	0.50
2005 	11 	16	1.10	42.82	0.30	0.40
2005 	11 	17	0.40	47.45	0.00	0.50
2005 	11 	18	-0.20	46.30	1.70	0.50
2005 	11 	19	1.30	49.77	0.00	0.50
2005 	11 	20	1.00	43.98	0.00	0.40
2005 	11 	21	-0.10	49.77	0.00	0.50
2005 	11 	22	2.70	11.57	0.30	0.10
2005 	11 	23	4.80	27.78	0.50	0.30
2005 	11 	24	4.10	4.63	0.40	0.10
2005 	11 	25	1.40	5.79	0.90	0.10
2005 	11 	26	0.70	34.72	6.40	0.30
2005 	11 	27	1.00	40.51	0.00	0.40
2005 	11 	28	-1.60	18.52	0.00	0.20
2005 	11 	29	1.80	15.05	0.00	0.20
2005 	11 	30	0.40	34.72	0.60	0.30
2005 	12 	01	1.90	17.36	0.00	0.20
2005 	12 	02	2.40	11.57	0.00	0.10
2005 	12 	03	2.70	5.79	0.00	0.10
2005 	12 	04	4.30	4.63	2.00	0.10
2005 	12 	05	5.60	3.47	0.80	0.00
2005 	12 	06	5.50	9.26	9.50	0.10
2005 	12 	07	3.40	10.42	0.00	0.10
2005 	12 	08	1.70	13.89	1.80	0.10
2005 	12 	09	-1.40	32.41	0.50	0.30
2005 	12 	10	4.20	12.73	0.00	0.10
2005 	12 	11	8.40	17.36	0.40	0.20
2005 	12 	12	2.20	30.09	0.00	0.30
2005 	12 	13	5.00	21.99	0.00	0.30
2005 	12 	14	5.90	10.42	3.90	0.10
2005 	12 	15	3.90	19.68	0.70	0.20
2005 	12 	16	-0.90	13.89	0.40	0.10
2005 	12 	17	-0.60	31.25	0.90	0.30
2005 	12 	18	-3.20	31.25	0.00	0.30
2005 	12 	19	2.10	8.10	0.00	0.10
2005 	12 	20	1.40	23.15	5.70	0.20
2005 	12 	21	3.20	13.89	2.80	0.20
2005 	12 	22	3.70	23.15	3.10	0.30
2005 	12 	23	5.50	13.89	0.00	0.20
2005 	12 	24	2.80	5.79	1.10	0.10
2005 	12 	25	0.70	30.09	0.00	0.30
2005 	12 	26	0.20	11.57	0.30	0.10
2005 	12 	27	-0.40	13.89	1.30	0.10
2005 	12 	28	-1.80	11.57	1.80	0.10
2005 	12 	29	-1.60	5.79	15.30	0.10
2005 	12 	30	-0.20	23.15	14.90	0.20
2005 	12 	31	-0.10	11.57	0.00	0.10
2006 	01 	01	1.50	8.10	0.70	0.10
2006 	01 	02	-0.40	9.26	2.10	0.10
2006 	01 	03	-0.50	9.26	0.00	0.10
2006 	01 	04	0.10	12.73	0.30	0.10
2006 	01 	05	0.50	4.63	0.00	0.00
2006 	01 	06	0.50	3.47	0.00	0.00
2006 	01 	07	-0.20	4.63	0.00	0.00
2006 	01 	08	-1.00	34.72	0.00	0.40
2006 	01 	09	-1.90	34.72	0.00	0.30
2006 	01 	10	0.90	12.73	0.00	0.10
2006 	01 	11	2.70	8.10	0.30	0.10
2006 	01 	12	1.10	19.68	0.50	0.20
2006 	01 	13	0.00	11.57	0.00	0.10
2006 	01 	14	-0.70	11.57	0.00	0.10
2006 	01 	15	-1.40	17.36	0.00	0.20
2006 	01 	16	-1.80	25.46	0.00	0.20
2006 	01 	17	-0.50	25.46	0.00	0.30
2006 	01 	18	-1.40	5.79	2.60	0.10
2006 	01 	19	-2.50	10.42	0.00	0.10
2006 	01 	20	-1.50	4.63	14.30	0.00
2006 	01 	21	-5.40	16.20	14.70	0.10
2006 	01 	22	-6.90	48.61	0.30	0.40
2006 	01 	23	-7.30	31.25	0.00	0.20
2006 	01 	24	-3.90	31.25	0.00	0.30
2006 	01 	25	-1.00	15.05	3.10	0.20
2006 	01 	26	-5.90	49.77	1.20	0.40
2006 	01 	27	-4.30	54.40	0.00	0.50
2006 	01 	28	-2.30	46.30	0.00	0.40
2006 	01 	29	-3.70	19.68	0.00	0.20
2006 	01 	30	-0.70	27.78	0.00	0.30
2006 	01 	31	0.60	57.87	0.00	0.60
2006 	02 	01	0.80	19.68	0.00	0.20
2006 	02 	02	0.40	26.62	0.00	0.30
2006 	02 	03	-0.90	48.61	0.00	0.50
2006 	02 	04	-5.40	68.29	0.00	0.60
2006 	02 	05	-2.90	38.19	0.70	0.40
2006 	02 	06	1.60	17.36	4.90	0.20
2006 	02 	07	2.60	60.19	19.50	0.60
2006 	02 	08	1.80	18.52	4.20	0.20
2006 	02 	09	1.10	15.05	3.60	0.20
2006 	02 	10	0.60	49.77	7.20	0.50
2006 	02 	11	-2.60	78.70	0.00	0.70
2006 	02 	12	-1.30	75.23	0.30	0.80
2006 	02 	13	0.10	15.05	0.00	0.10
2006 	02 	14	1.00	76.39	0.00	0.80
2006 	02 	15	0.60	9.26	0.00	0.10
2006 	02 	16	0.60	11.57	7.00	0.10
2006 	02 	17	0.20	11.57	8.60	0.10
2006 	02 	18	1.40	16.20	2.80	0.20
2006 	02 	19	1.40	25.46	1.00	0.30
2006 	02 	20	1.60	27.78	0.00	0.30
2006 	02 	21	0.20	15.05	0.00	0.10
2006 	02 	22	-0.30	68.29	0.00	0.70
2006 	02 	23	0.60	31.25	0.80	0.30
2006 	02 	24	0.30	43.98	0.70	0.40
2006 	02 	25	-1.40	40.51	0.00	0.40
2006 	02 	26	-2.10	116.90	0.00	1.10
2006 	02 	27	-1.00	101.85	0.00	1.00
2006 	02 	28	-0.60	24.31	0.00	0.20
2006 	03 	01	-0.60	76.39	5.10	0.80
2006 	03 	02	-0.40	69.44	0.60	0.70
2006 	03 	03	-2.80	68.29	3.00	0.60
2006 	03 	04	-3.80	99.54	3.70	0.90
2006 	03 	05	-5.80	115.74	1.10	0.90
2006 	03 	06	-5.50	57.87	0.60	0.50
2006 	03 	07	-6.00	128.47	2.70	1.00
2006 	03 	08	-1.70	122.69	0.00	1.20
2006 	03 	09	-2.40	115.74	0.00	1.10
2006 	03 	10	-5.10	112.27	0.00	0.90
2006 	03 	11	-6.20	148.15	0.00	1.20
2006 	03 	12	-6.30	159.72	0.00	1.20
2006 	03 	13	-5.70	149.31	0.00	1.20
2006 	03 	14	-1.70	149.31	0.00	1.50
2006 	03 	15	-0.10	64.81	0.00	0.70
2006 	03 	16	-1.30	48.61	0.40	0.50
2006 	03 	17	-2.30	112.27	0.00	1.10
2006 	03 	18	0.00	131.94	0.00	1.30
2006 	03 	19	-1.00	76.39	0.00	0.80
2006 	03 	20	-2.20	56.71	0.00	0.50
2006 	03 	21	-0.70	158.56	0.00	1.60
2006 	03 	22	-0.30	155.09	0.00	1.60
2006 	03 	23	0.80	159.72	0.00	1.60
2006 	03 	24	1.60	167.82	0.00	1.70
2006 	03 	25	0.90	94.91	0.00	1.00
2006 	03 	26	2.80	19.68	0.00	0.20
2006 	03 	27	8.80	46.30	8.50	0.60
2006 	03 	28	7.00	81.02	8.60	1.00
2006 	03 	29	4.40	70.60	0.00	0.80
2006 	03 	30	6.90	67.13	0.70	0.80
2006 	03 	31	5.00	30.09	4.80	0.40
2006 	04 	01	5.80	50.93	1.30	0.60
2006 	04 	02	6.00	120.37	3.40	1.50
2006 	04 	03	4.00	52.08	4.20	0.60
2006 	04 	04	2.70	109.95	1.50	1.20
2006 	04 	05	1.60	104.17	6.60	1.10
2006 	04 	06	4.70	90.28	0.40	1.00
2006 	04 	07	6.20	171.30	2.20	2.10
2006 	04 	08	4.20	94.91	0.00	1.10
2006 	04 	09	4.70	101.85	4.00	1.20
2006 	04 	10	3.70	111.11	3.00	1.20
2006 	04 	11	4.50	121.53	0.00	1.40
2006 	04 	12	4.60	45.14	0.00	0.50
2006 	04 	13	6.20	61.34	0.00	0.70
2006 	04 	14	6.70	157.41	4.10	1.90
2006 	04 	15	6.90	231.48	0.90	2.90
2006 	04 	16	8.00	163.19	0.00	2.10
2006 	04 	17	6.70	152.78	0.00	1.90
2006 	04 	18	6.70	163.19	6.00	2.00
2006 	04 	19	7.90	212.96	1.00	2.70
2006 	04 	20	6.00	101.85	4.90	1.20
2006 	04 	21	6.00	57.87	0.00	0.70
2006 	04 	22	7.30	250.00	5.80	3.10
2006 	04 	23	6.60	77.55	0.00	1.00
2006 	04 	24	7.20	123.84	0.00	1.60
2006 	04 	25	8.80	224.54	0.00	2.90
2006 	04 	26	7.70	96.06	0.50	1.20
2006 	04 	27	6.40	93.75	2.50	1.10
2006 	04 	28	6.50	217.59	0.70	2.70
2006 	04 	29	7.00	152.78	0.00	1.90
2006 	04 	30	5.50	79.86	0.40	0.90
2006 	05 	01	6.00	211.81	0.30	2.60
2006 	05 	02	7.80	133.10	0.30	1.70
2006 	05 	03	11.50	276.62	1.00	3.90
2006 	05 	04	13.80	281.25	0.00	4.20
2006 	05 	05	13.50	271.99	0.00	4.00
2006 	05 	06	14.40	252.31	0.00	3.80
2006 	05 	07	15.50	270.83	0.00	4.20
2006 	05 	08	14.60	299.77	0.00	4.50
2006 	05 	09	14.50	313.66	0.00	4.70
2006 	05 	10	15.50	297.45	0.00	4.60
2006 	05 	11	15.10	305.56	0.00	4.70
2006 	05 	12	14.30	295.14	0.00	4.40
2006 	05 	13	10.70	193.29	0.00	2.70
2006 	05 	14	9.00	288.19	0.00	3.80
2006 	05 	15	8.70	197.92	0.00	2.60
2006 	05 	16	8.00	55.56	1.50	0.70
2006 	05 	17	9.60	148.15	6.00	2.00
2006 	05 	18	10.90	57.87	0.00	0.80
2006 	05 	19	12.20	137.73	10.60	2.00
2006 	05 	20	11.80	127.31	1.20	1.80
2006 	05 	21	10.80	112.27	8.10	1.60
2006 	05 	22	12.90	146.99	0.40	2.10
2006 	05 	23	9.30	108.80	5.30	1.40
2006 	05 	24	9.70	206.02	0.00	2.80
2006 	05 	25	9.50	229.17	4.20	3.10
2006 	05 	26	9.50	251.16	0.90	3.40
2006 	05 	27	10.70	218.75	0.40	3.00
2006 	05 	28	9.20	103.01	7.80	1.40
2006 	05 	29	10.00	180.56	8.90	2.40
2006 	05 	30	11.60	283.56	3.30	4.00
2006 	05 	31	11.20	282.41	0.00	3.90
2006 	06 	01	10.80	230.32	8.20	3.20
2006 	06 	02	13.40	297.45	2.90	4.40
2006 	06 	03	10.90	136.57	0.80	1.90
2006 	06 	04	11.90	334.49	1.50	4.80
2006 	06 	05	13.20	243.06	0.00	3.60
2006 	06 	06	12.90	283.56	2.70	4.10
2006 	06 	07	13.40	333.33	0.60	4.90
2006 	06 	08	13.80	254.63	0.00	3.80
2006 	06 	09	13.70	283.56	0.00	4.20
2006 	06 	10	15.80	342.59	0.00	5.30
2006 	06 	11	19.50	347.22	0.00	5.80
2006 	06 	12	21.00	344.91	0.00	5.90
2006 	06 	13	20.30	339.12	0.00	5.70
2006 	06 	14	16.10	251.16	0.00	3.90
2006 	06 	15	15.80	292.82	0.40	4.50
2006 	06 	16	15.20	203.70	0.00	3.10
2006 	06 	17	16.70	200.23	1.10	3.20
2006 	06 	18	18.30	281.25	0.00	4.60
2006 	06 	19	19.00	267.36	0.00	4.40
2006 	06 	20	18.50	277.78	1.30	4.50
2006 	06 	21	16.80	129.63	0.00	2.10
2006 	06 	22	14.90	218.75	0.40	3.30
2006 	06 	23	14.90	277.78	0.00	4.20
2006 	06 	24	17.00	260.42	0.00	4.10
2006 	06 	25	19.80	292.82	0.00	4.90
2006 	06 	26	18.10	69.44	7.60	1.10
2006 	06 	27	15.00	97.22	7.90	1.50
2006 	06 	28	14.00	136.57	0.00	2.00
2006 	06 	29	14.50	168.98	0.00	2.60
2006 	06 	30	16.70	304.40	0.00	4.80
2006 	07 	01	18.80	334.49	0.00	5.50
2006 	07 	02	19.50	348.38	0.00	5.80
2006 	07 	03	20.40	339.12	0.00	5.70
2006 	07 	04	20.50	344.91	0.00	5.80
2006 	07 	05	22.10	335.65	0.00	5.80
2006 	07 	06	23.40	318.29	0.00	5.60
2006 	07 	07	22.00	193.29	0.00	3.40
2006 	07 	08	19.20	171.30	0.00	2.80
2006 	07 	09	20.90	254.63	0.00	4.30
2006 	07 	10	18.90	228.01	1.30	3.80
2006 	07 	11	17.60	178.24	0.00	2.90
2006 	07 	12	16.80	315.97	4.30	5.00
2006 	07 	13	18.30	292.82	0.00	4.80
2006 	07 	14	17.50	300.93	0.50	4.80
2006 	07 	15	17.80	327.55	0.00	5.30
2006 	07 	16	19.10	331.02	0.00	5.50
2006 	07 	17	21.50	320.60	0.00	5.50
2006 	07 	18	20.40	290.51	0.00	4.90
2006 	07 	19	21.70	312.50	0.00	5.40
2006 	07 	20	23.10	297.45	0.00	5.20
2006 	07 	21	21.10	162.04	0.40	2.80
2006 	07 	22	20.50	256.94	9.60	4.40
2006 	07 	23	21.80	177.08	0.00	3.10
2006 	07 	24	19.90	246.53	12.00	4.10
2006 	07 	25	20.90	319.44	0.00	5.40
2006 	07 	26	22.80	307.87	0.00	5.40
2006 	07 	27	23.10	284.72	0.00	5.00
2006 	07 	28	19.80	82.18	4.30	1.40
2006 	07 	29	21.60	237.27	6.00	4.10
2006 	07 	30	22.40	237.27	0.00	4.10
2006 	07 	31	20.00	197.92	7.90	3.30
2006 	08 	01	19.60	243.06	0.70	4.10
2006 	08 	02	16.40	97.22	9.60	1.50
2006 	08 	03	17.40	241.90	0.70	3.90
2006 	08 	04	19.50	254.63	0.00	4.20
2006 	08 	05	20.20	259.26	1.80	4.40
2006 	08 	06	20.70	285.88	0.00	4.90
2006 	08 	07	19.70	223.38	0.00	3.70
2006 	08 	08	19.30	262.73	0.00	4.40
2006 	08 	09	17.70	158.56	0.00	2.60
2006 	08 	10	16.30	163.19	0.00	2.60
2006 	08 	11	16.50	126.16	1.80	2.00
2006 	08 	12	15.80	81.02	12.80	1.30
2006 	08 	13	16.70	74.07	9.10	1.20
2006 	08 	14	16.60	168.98	22.50	2.70
2006 	08 	15	16.20	94.91	5.10	1.50
2006 	08 	16	17.60	211.81	12.60	3.40
2006 	08 	17	17.50	135.42	0.60	2.20
2006 	08 	18	19.60	187.50	0.30	3.10
2006 	08 	19	19.20	189.81	5.10	3.10
2006 	08 	20	17.10	92.59	5.10	1.50
2006 	08 	21	16.70	122.69	3.50	1.90
2006 	08 	22	17.60	136.57	5.00	2.20
2006 	08 	23	16.10	115.74	22.50	1.80
2006 	08 	24	16.90	146.99	4.40	2.30
2006 	08 	25	17.30	174.77	0.00	2.80
2006 	08 	26	16.90	148.15	0.00	2.40
2006 	08 	27	15.40	92.59	1.90	1.40
2006 	08 	28	14.90	180.56	10.80	2.70
2006 	08 	29	13.70	71.76	0.70	1.10
2006 	08 	30	15.60	94.91	17.50	1.50
2006 	08 	31	16.50	164.35	1.40	2.60
2006 	09 	01	16.60	129.63	2.10	2.00
2006 	09 	02	18.10	178.24	1.80	2.90
2006 	09 	03	16.50	126.16	4.50	2.00
2006 	09 	04	15.60	144.68	0.80	2.20
2006 	09 	05	14.80	128.47	3.20	2.00
2006 	09 	06	17.40	50.93	0.00	0.80
2006 	09 	07	14.80	112.27	0.70	1.70
2006 	09 	08	14.10	190.97	4.20	2.90
2006 	09 	09	13.60	138.89	1.00	2.10
2006 	09 	10	12.50	168.98	0.00	2.40
2006 	09 	11	15.30	196.76	0.00	3.00
2006 	09 	12	16.40	194.44	0.00	3.10
2006 	09 	13	16.40	189.81	0.00	3.00
2006 	09 	14	17.30	184.03	0.00	2.90
2006 	09 	15	17.40	174.77	0.00	2.80
2006 	09 	16	16.60	159.72	0.00	2.50
2006 	09 	17	16.30	144.68	0.00	2.30
2006 	09 	18	16.30	84.49	0.00	1.30
2006 	09 	19	15.00	84.49	1.10	1.30
2006 	09 	20	14.30	120.37	0.30	1.80
2006 	09 	21	16.00	170.14	0.00	2.70
2006 	09 	22	17.20	167.82	0.00	2.70
2006 	09 	23	16.30	168.98	0.00	2.60
2006 	09 	24	17.30	160.88	0.00	2.60
2006 	09 	25	18.00	152.78	0.00	2.50
2006 	09 	26	17.20	136.57	0.00	2.20
2006 	09 	27	14.80	61.34	7.60	0.90
2006 	09 	28	15.70	68.29	5.40	1.10
2006 	09 	29	16.90	109.95	0.70	1.70
2006 	09 	30	15.30	77.55	0.70	1.20
2006 	10 	01	15.20	137.73	1.80	2.10
2006 	10 	02	14.40	70.60	8.00	1.10
2006 	10 	03	13.00	89.12	13.90	1.30
2006 	10 	04	12.70	93.75	4.20	1.40
2006 	10 	05	12.80	98.38	0.50	1.40
2006 	10 	06	15.20	45.14	5.50	0.70
2006 	10 	07	13.40	78.70	2.60	1.20
2006 	10 	08	13.80	55.56	5.40	0.80
2006 	10 	09	13.20	83.33	0.40	1.20
2006 	10 	10	12.30	42.82	0.00	0.60
2006 	10 	11	13.20	64.81	0.00	1.00
2006 	10 	12	13.40	27.78	0.00	0.40
2006 	10 	13	11.80	87.96	0.00	1.20
2006 	10 	14	10.00	47.45	0.00	0.60
2006 	10 	15	9.80	96.06	0.00	1.30
2006 	10 	16	9.90	31.25	0.00	0.40
2006 	10 	17	9.10	106.48	0.00	1.40
2006 	10 	18	12.10	72.92	0.00	1.00
2006 	10 	19	12.50	33.56	0.00	0.50
2006 	10 	20	12.30	46.30	1.40	0.70
2006 	10 	21	13.20	26.62	2.90	0.40
2006 	10 	22	13.40	45.14	1.50	0.70
2006 	10 	23	13.80	24.31	6.30	0.40
2006 	10 	24	11.60	34.72	9.40	0.50
2006 	10 	25	10.90	68.29	6.80	0.90
2006 	10 	26	13.90	25.46	1.00	0.40
2006 	10 	27	9.70	63.66	5.30	0.90
